5708	47869
115	483
115	584
115	3866
115	3824
115	3394
115	713
115	1119
115	4044
115	3872
115	4969
115	1141
115	2611
115	3427
115	1174
115	424
115	4838
115	1484
115	2782
115	3436
115	2487
115	4537
115	3009
115	4496
115	3109
115	3562
5240	4088
3514	3566
3514	2859
3514	1167
3514	4443
3514	3937
5299	505
5299	3935
4701	3236
4701	339
4701	63
4701	3054
4701	3426
4701	519
4701	3149
4701	2993
4701	3719
4701	775
4701	388
4701	2939
4701	264
4701	949
4701	668
4701	2523
4701	2617
4701	1371
4701	453
4701	2120
4701	5069
4701	311
4701	1443
4701	1932
4701	4309
4701	2479
4701	4491
4701	5144
4701	5065
4701	1152
4701	3869
4701	4003
4701	1159
4701	589
4701	2359
4701	2799
4701	1666
4701	904
3028	3237
3028	2752
3028	1774
3028	4780
3028	1970
3028	2165
3028	4060
578	890
578	3422
578	2376
578	3280
578	508
578	1924
578	1146
578	3722
578	3243
578	3137
578	3289
578	1276
578	3089
578	1954
578	699
578	2615
578	3932
578	2538
578	4032
578	3171
578	3735
578	2889
578	3010
578	1440
578	2038
578	421
578	840
578	2124
578	3708
578	3813
578	3185
578	3223
578	1211
578	1406
578	2640
578	2221
578	1038
578	4208
578	2092
578	2269
578	1961
578	1906
578	3064
578	1350
578	1106
578	71
578	3204
578	3031
578	1666
578	1712
578	867
578	3220
578	3516
578	440
578	4824
578	4079
578	1867
578	4626
578	4374
578	2730
578	3398
578	3268
578	2839
578	2113
578	1431
578	3270
578	311
578	1669
578	3177
578	2262
578	4155
578	799
578	452
578	4089
578	82
578	3875
578	2388
578	5449
578	3431
578	1837
578	2968
578	4005
578	184
578	2387
1994	283
1994	3347
1994	2215
1994	4141
1994	488
1994	2126
1994	1072
1994	3795
1994	2545
1994	2728
1994	1428
1994	1397
1994	1267
2782	4087
2782	2984
2782	4235
2782	2732
2782	2199
2782	2507
2782	5043
2782	3829
1228	3283
1228	4575
298	1247
298	590
298	3734
298	1542
298	470
298	3306
298	1405
298	928
298	2750
298	1270
298	808
298	4195
298	2899
298	2908
298	836
298	3313
298	1229
298	4033
298	4035
298	379
298	1636
298	3825
298	3071
298	147
298	1639
298	1051
298	989
298	2450
298	1250
298	1265
298	2926
298	1231
298	3349
298	1384
298	77
298	2202
298	4669
298	2085
298	2231
298	1791
298	2989
298	4279
298	3792
298	2748
298	1403
298	420
298	134
3915	3497
3915	2102
3915	3241
3915	2469
3915	652
3915	5340
3915	1475
3977	2278
3977	326
3977	3640
3977	3215
3977	2042
3977	2666
3977	3903
3977	1116
3977	788
3977	194
3977	583
3977	2215
3977	1671
3977	4172
3977	2615
3977	1761
3977	971
3977	3034
3977	25
3977	2318
3977	2227
3977	1694
3977	840
3977	4925
3977	2734
3977	754
3977	2406
3977	4355
3977	4259
3977	1914
3977	1553
3977	2062
3977	3946
3977	2644
3977	185
3977	1927
3977	2693
3977	746
3977	2790
3977	3739
3977	3518
3977	3049
3977	526
3977	1419
3977	101
3977	920
3977	2903
3977	4435
3977	3892
3977	3130
3977	125
3977	2517
3977	4228
3977	1207
3977	1002
3977	2009
3977	1658
3977	4740
3977	3467
3977	1184
3977	1678
3977	4250
3977	368
3977	4206
3977	2128
3977	2952
3977	4125
3977	1037
3977	5107
3977	4633
3977	20
3977	5415
3977	999
3977	1934
3977	3963
3023	3694
3023	3134
3023	1795
3023	3243
3023	3269
3023	1276
3023	180
3023	3183
3023	182
3023	1813
3023	1088
3023	138
3023	4032
3023	3171
3023	3735
3023	2889
3023	3467
3023	1893
3023	1774
3023	3010
3023	3966
3023	440
3023	3031
3023	759
3023	4017
3023	2481
3023	3100
3023	4105
3023	243
3023	4186
3023	2723
3023	2825
3023	2125
3023	71
3023	2113
3023	2387
3023	3908
3023	2247
3023	704
3023	102
3023	3223
3023	1390
3023	4206
3023	1350
3023	1906
3023	2839
3023	2640
3023	3220
3023	3768
3023	2288
3023	1420
3023	2845
3023	2359
3023	3204
3023	941
3023	3142
3023	1655
3023	1666
3023	3516
3023	3921
3023	2060
3023	1867
3023	3567
3023	1485
3023	1406
3023	3852
3023	3848
3023	3752
3023	710
3023	2027
3023	1274
3023	3127
3023	1815
3023	3189
3023	1479
3023	2221
3023	498
3023	799
3023	3314
3023	3906
3023	4886
3023	1206
3023	418
3023	3321
3023	1142
3023	1837
3023	998
3023	394
3023	2753
3023	252
3023	2816
3023	1982
3023	80
3023	3749
3023	592
3023	4262
3023	2609
3023	2862
3023	2830
3023	4122
3023	5433
3023	2990
3023	22
3023	519
3023	631
3023	1118
3023	1016
3023	3513
315	852
315	3701
315	717
315	1318
315	217
315	653
315	3930
315	3936
315	2310
315	3337
315	2467
315	1463
315	2177
315	1665
315	1615
315	2474
315	1340
315	2211
315	942
315	3912
315	3331
315	3474
315	2822
315	4069
315	2077
315	3462
315	886
315	1437
315	3855
315	716
315	2968
315	4626
315	983
315	4604
315	2647
315	1833
315	290
315	355
315	3957
315	1629
773	1620
773	1871
773	1796
773	1029
773	1679
773	2686
3296	2610
3296	1139
3296	1290
3296	2367
1616	3221
1616	581
1616	3692
1616	2059
1616	384
1616	538
1616	283
1616	929
1616	1626
1616	4533
1616	2202
1616	1967
1616	898
1616	2299
1616	997
1616	1912
1616	3817
1616	3492
1616	2536
1616	1688
1616	2112
1616	4106
1616	1125
1616	1205
1616	2740
1616	1936
1616	286
1616	558
1616	1877
1616	1577
1616	3849
1616	3660
1616	1803
1616	446
1616	659
1616	2162
1616	4046
1616	2293
1616	3441
1616	2799
691	3914
691	3656
691	3135
691	3564
691	2687
691	3095
691	289
691	3690
3793	2317
3793	161
3793	3265
3793	1809
3793	4915
3793	2426
4025	2459
4025	2202
4025	193
4025	4141
4025	1515
4025	3600
4025	3847
4025	3895
5371	1438
5371	1031
5371	95
5371	70
287	539
287	110
287	5279
287	5508
287	2524
287	2037
287	4232
287	2746
5398	2672
5398	5384
57	3134
57	1435
57	1090
57	2399
57	1977
57	2819
57	1440
57	702
57	2935
57	3339
57	1155
57	2142
57	303
57	2692
57	3065
57	1102
57	3557
57	2799
57	755
57	4306
57	4697
57	4397
57	3968
57	3409
57	4572
3279	483
3279	1092
3279	2101
3279	253
3279	3427
3279	2317
3279	1242
3279	2775
3279	4616
3279	1433
3279	2835
3279	4410
3279	868
3279	1524
3279	984
3279	4018
3279	4096
3279	1964
3279	791
3279	4083
3279	3041
3279	3496
3279	5133
