4223	17642
1569	2075
1569	2742
1569	3150
1569	2005
3676	3479
3676	2770
3676	3764
4069	2467
4069	2086
4069	653
4069	3855
4069	1629
4069	716
4069	3912
4069	3233
4069	2211
4069	3462
4069	3331
4069	3474
4069	1665
4069	355
2098	552
4113	4117
1438	3013
1438	241
1438	3520
1438	1155
1438	3400
1438	4131
1438	1220
1438	1917
1438	2936
1438	572
1438	3721
1438	714
1438	2836
1438	4180
1438	2052
1438	3897
1438	1167
1438	2382
1438	2286
1438	2241
1438	1951
1438	1478
1438	1970
1438	2257
1438	3793
1438	2626
1438	3135
1438	2312
1438	3587
1438	2099
1438	258
1438	3102
1438	4221
1438	635
1438	3911
3134	157
3134	313
3134	3339
3134	662
3134	2882
3134	3371
3134	1266
2335	1106
2335	2368
2335	3735
2335	1675
2335	552
2335	2130
2335	1824
2335	3625
2335	2875
2335	594
2335	76
2335	3488
2335	926
2335	4150
2335	2724
2335	2262
2335	92
2335	496
2335	1906
2335	1210
2335	2839
2335	3023
2335	1706
2335	3058
2335	2124
2335	2947
2335	2055
2335	3294
2335	1268
2335	144
2335	3148
2335	3516
2335	867
2335	3533
2335	1038
2335	3416
2335	2479
2335	2848
2335	4208
2335	686
2335	2308
2335	3332
2335	2872
2335	1128
2335	3354
2335	689
2335	3999
2335	440
2335	3864
2335	1712
2335	1275
2335	1867
2335	3966
2335	2492
2335	1365
2335	1350
2335	1626
2335	1411
2335	2660
2335	1770
2335	438
1658	1552
1658	1258
1658	430
1658	1250
3485	3458
3485	2068
2947	594
2947	2986
2947	2776
2947	3970
2947	2660
228	1555
228	76
228	1112
228	3802
228	2124
228	4209
228	2446
228	3894
228	3156
228	420
228	2752
228	3899
228	1814
228	2303
464	4045
464	727
3358	4050
3358	2663
3358	3114
3358	3625
3358	1552
3358	4025
3358	1885
3358	3288
3358	1753
3358	3183
3358	3708
3358	3824
3358	1461
3358	147
3358	560
3358	1263
3358	1333
3358	361
3358	2356
3358	4123
3358	1435
3358	2707
3358	1888
3358	651
3358	33
3358	3716
3358	1688
3358	2977
3358	2736
3358	689
3358	2794
3358	3864
3358	2524
3358	2660
3358	286
3358	4208
1365	1770
1365	2893
3421	3977
3421	2738
3421	2651
3421	2696
3421	25
3421	912
3421	124
3421	566
3421	2081
3421	1163
3421	3648
3421	1222
3421	510
3421	883
3421	3718
3421	1272
3421	1034
3421	2720
3421	2171
3421	3125
3421	1173
3421	1448
3421	4068
3421	1060
3421	3362
3421	1044
3421	3693
3421	1595
3421	3283
3421	600
3421	1959
3421	3158
3421	487
3421	2042
3421	1617
3421	1671
3421	2712
3421	2344
3421	593
3421	2764
3421	3175
3421	1228
3421	117
3421	1102
389	1116
389	2534
389	3625
389	3613
389	3708
389	1210
389	2839
389	3864
389	4208
389	144
389	1867
389	547
389	2365
389	452
389	689
389	686
389	3516
925	906
925	551
925	3994
925	286
1370	913
1370	3129
1370	1250
327	2835
327	3169
327	2225
327	929
327	2786
1835	3914
1835	1861
1835	1858
1835	3045
1835	760
1835	4116
1835	1508
1835	2401
1197	2885
1197	1943
1197	185
1197	3353
