5237	56899
1198	153
1198	3871
1198	3497
1198	1780
1198	282
1198	2867
1198	820
1198	3452
1198	1041
1198	1571
1198	2454
1198	3995
1198	3126
1198	2774
1198	259
2485	153
2485	850
2485	3569
2485	2263
2485	728
2485	1901
5185	1954
5185	2278
5185	603
5185	221
5185	1885
5185	1268
5185	1623
5185	1050
5185	4139
5185	657
3390	313
3390	2347
3390	3955
3390	3802
3390	967
3390	2029
3390	997
3390	2664
3390	152
3390	1807
3390	4146
3390	2833
3390	2666
3390	988
3390	23
3390	3306
3390	1789
3390	3268
3390	1385
3390	3338
3390	2088
809	1119
809	153
809	3777
809	4155
809	2611
809	3436
809	115
809	397
809	1329
809	3339
809	1116
809	1141
809	3824
809	1703
809	424
809	1174
809	944
809	2076
809	3394
285	153
285	3928
285	1258
5102	3497
5102	2058
5102	1272
5102	1083
5102	3332
5102	2835
5102	2830
5102	2236
2708	2993
2708	3021
2708	2482
2708	2393
2906	1632
2906	2436
2906	153
2906	2058
1911	2436
1911	2365
1911	157
1911	3215
1911	1792
1911	319
1911	2784
1911	2388
1911	4
1911	1087
1911	839
1911	1450
1911	2798
1911	5097
1911	1237
1911	4143
1911	4461
166	2738
166	2058
166	1688
166	813
166	670
2197	2436
2197	153
2197	3871
2197	2124
2197	3303
2197	2685
2197	581
2197	3249
2197	707
2197	160
2197	3667
2197	2423
2197	517
2197	2673
2197	4154
2197	4222
2197	1768
2197	2880
2197	3217
2197	1952
2197	3379
2197	3476
2197	1543
2197	725
2197	979
2197	2754
2197	68
2197	1480
2197	2127
2044	435
2044	153
2044	941
2044	828
2044	94
2044	1196
2044	1065
2044	167
2044	1200
2044	780
2044	1643
2044	2326
2044	1410
2044	1088
2044	2101
2044	3872
2044	1927
2044	5093
2044	1855
2044	126
2044	183
2044	3793
2044	3433
2044	601
2044	3332
2044	3306
2044	2471
2044	1022
2044	912
2044	282
2044	2830
2044	2222
2044	909
509	94
509	1196
509	754
509	1439
509	604
509	4759
2752	2436
2752	1954
2752	2213
2752	3813
2752	408
2752	153
2752	3871
2752	941
2752	3427
2752	1893
2752	3955
2752	3778
2752	2606
2752	2532
2752	4637
2752	180
2752	2209
2752	3802
2752	3183
2752	1211
2752	3378
2752	997
2752	1146
2752	419
2752	1101
2752	77
2752	3646
2752	414
2752	4555
2752	1652
2752	2591
2752	411
2752	3086
2752	1403
2752	2705
2752	1351
2752	2446
2752	2931
2752	3492
2752	2338
2752	692
2752	666
2752	1112
2752	4317
2752	3638
2752	583
2752	620
2752	3673
2752	2505
2752	2788
2752	1635
2752	3450
2752	1088
2752	2461
2752	3262
2752	4004
2752	1271
2752	3200
2752	971
2752	1384
2752	565
2752	1807
2752	2298
2752	3578
2752	426
2752	2600
2752	3156
2752	76
2752	1385
2752	3205
2752	2661
2752	228
2752	3722
2752	3515
2752	2151
2752	420
2752	1186
2752	1145
2752	2221
2752	3845
2752	3354
2752	2536
2752	3215
2752	2875
2752	4891
2752	3692
2752	1815
2752	4383
2752	2191
2752	201
2752	2784
2752	2681
2752	1208
2752	766
2752	530
2752	2605
4353	1861
4353	435
4353	2751
1415	1954
1415	3497
1415	914
1415	867
1415	1188
1415	3035
1415	1087
1415	3268
1415	673
1415	220
1415	851
2570	3813
2570	153
2570	941
2570	1196
2570	3975
2570	1643
2570	3558
2570	2525
2570	417
2570	2718
3683	2436
3683	153
3683	2770
3683	1876
3683	2141
5138	941
5138	2059
5138	3887
5138	1688
5138	2298
5138	3875
5138	3289
1071	2436
1071	1861
1071	1106
1071	626
1071	2960
1071	2058
1071	2532
1071	3890
1071	1211
1071	3132
1071	426
1071	4050
1071	2117
1071	3089
1071	308
1071	9
1071	2323
1071	3269
1071	840
1071	915
1071	1795
1071	852
1071	2945
1071	1473
1071	1213
1071	1579
1071	1403
1071	4243
1071	1376
1071	1915
1071	2964
1790	4063
1790	3494
1790	3790
1790	1196
1790	968
1790	912
1790	68
3513	408
3513	153
3513	3871
3513	2058
3513	3790
3513	4637
3513	1407
3513	1629
3513	76
3513	802
3513	3923
3513	469
3513	641
3513	182
4573	2058
4573	160
4573	2784
2359	2436
2359	949
2359	153
2359	2993
2359	705
2359	311
2359	1371
2359	668
2359	576
2359	2617
2359	3054
2359	717
2359	3149
2359	5144
2359	4003
2359	4363
2359	3994
2359	3694
2359	775
2359	1511
2359	3426
2359	1920
2359	4009
2359	1443
2359	453
2359	2939
2359	1932
2359	2120
2359	2523
2359	2871
2359	4874
2359	264
2359	388
2359	3869
90	941
90	1597
90	551
90	1196
90	3907
90	3135
90	4994
